IONS
name   mass  charge  temp.(eV)  n/n0
-------------------------------------
[N2+] 14.0067d0   1.     0.        1.
-------------------------------------

NEUTRALS
name   mass  charge  temp.(eV)  n/n0
-------------------------------------
[N2]  14.0067d0   0.  0.0258       1.
-------------------------------------


REACTION
[e]+[N2]->[e]+[N2]
 0.    0.  
 1.    1.
COLLISION
N2
  1.950e-5 / mass ratio
UPDATED: 2010-06-29 13:06:28
------------------------------------------------------------
  0.000e+0	 1.100e-20
  1.000e-2	 2.190e-20
  1.500e-2	 2.550e-20
  2.000e-2	 2.850e-20
  3.000e-2	 3.380e-20
  4.000e-2	 3.820e-20
  5.000e-2	 4.300e-20
  7.000e-2	 5.080e-20
  1.000e-1	 5.920e-20
  1.200e-1	 6.420e-20
  1.500e-1	 7.080e-20
  1.700e-1	 7.380e-20
  2.000e-1	 7.880e-20
  2.500e-1	 8.480e-20
  3.000e-1	 8.980e-20
  3.500e-1	 9.360e-20
  4.000e-1	 9.670e-20
  5.000e-1	 9.870e-20
  7.000e-1	 9.970e-20
  1.000e+0	 9.960e-20
  1.200e+0	 1.034e-19
  1.300e+0	 1.092e-19
  1.500e+0	 1.187e-19
  1.700e+0	 1.347e-19
  1.900e+0	 1.641e-19
  2.100e+0	 1.685e-19
  2.200e+0	 1.802e-19
  2.500e+0	 1.792e-19
  2.800e+0	 2.100e-19
  3.000e+0	 1.720e-19
  3.300e+0	 1.530e-19
  3.600e+0	 1.396e-19
  4.000e+0	 1.242e-19
  4.500e+0	 1.119e-19
  5.000e+0	 1.086e-19
  6.000e+0	 1.036e-19
  7.000e+0	 1.000e-19
  8.000e+0	 1.020e-19
  1.000e+1	 9.900e-20
  1.200e+1	 9.500e-20
  1.500e+1	 8.700e-20
  1.700e+1	 8.260e-20
  2.000e+1	 7.600e-20
  2.500e+1	 6.700e-20
  3.000e+1	 5.900e-20
  5.000e+1	 3.800e-20
  7.500e+1	 2.560e-20
  1.000e+2	 1.800e-20
  1.500e+2	 1.130e-20
  2.000e+2	 8.000e-21
  3.000e+2	 4.800e-21
  5.000e+2	 2.300e-21
  7.000e+2	 1.430e-21
  1.000e+3	 7.000e-22
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 2.000e-2    0.  
 1.    1.
EXCITATION
N2 -> N2(rot)
  2.000e-2 / threshold energy
COMMENT: N2 ROTATIONAL excitation
UPDATED: 2009-09-09 21:21:26
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.000e-2	  0.000e+0
  3.000e-2	 2.500e-22
  4.000e-1	 2.500e-22
  8.000e-1	 2.500e-22
  1.200e+0	 4.700e-22
  1.600e+0	 8.600e-22
  1.700e+0	 1.500e-22
  1.800e+0	 2.350e-21
  1.900e+0	 1.080e-20
  2.000e+0	 1.900e-20
  2.100e+0	 2.030e-20
  2.200e+0	 2.770e-20
  2.300e+0	 2.500e-20
  2.400e+0	 2.190e-20
  2.500e+0	 2.400e-20
  2.600e+0	 2.170e-20
  2.700e+0	 1.620e-20
  2.800e+0	 1.380e-20
  2.900e+0	 1.180e-20
  3.000e+0	 1.030e-20
  3.100e+0	 8.400e-21
  3.200e+0	 6.900e-21
  3.300e+0	 5.000e-21
  3.600e+0	 1.700e-21
  5.000e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 2.900e-1    0.  
 1.    1.
EXCITATION
N2 -> N2(v1res)
  2.900e-1 / threshold energy
COMMENT: N2 VIBRATIONAL (V=1), input as two separate tables
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.900e-1	  0.000e+0
  3.000e-1	 1.000e-23
  3.300e-1	 1.700e-23
  4.000e-1	 2.500e-23
  7.500e-1	 3.700e-23
  9.000e-1	 5.500e-23
  1.000e+0	 6.500e-23
  1.100e+0	 9.000e-23
  1.160e+0	 1.100e-22
  1.200e+0	 1.250e-22
  1.220e+0	 1.350e-22
  1.400e+0	 7.000e-22
  1.500e+0	 1.000e-21
  1.600e+0	 1.500e-21
  1.650e+0	  0.000e+0
  3.600e+0	  0.000e+0
  4.000e+0	 5.500e-22
  5.000e+0	 3.500e-22
  1.500e+1	 3.500e-22
  1.800e+1	 4.000e-22
  2.000e+1	 6.500e-22
  2.200e+1	 8.500e-22
  2.300e+1	 8.500e-22
  2.500e+1	 6.000e-22
  2.900e+1	 3.000e-22
  3.200e+1	 1.500e-22
  5.000e+1	 1.200e-22
  8.000e+1	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 2.910e-1    0.  
 1.    1.
EXCITATION
N2 -> N2(v1)
  2.910e-1 / threshold energy
COMMENT: N2 VIBRATIONAL (V=1), input as two separate tables
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  1.600e+0	  0.000e+0
  1.650e+0	 2.700e-21
  1.700e+0	 3.150e-21
  1.800e+0	 5.400e-21
  1.900e+0	 1.485e-20
  2.000e+0	 4.800e-20
  2.100e+0	 2.565e-20
  2.200e+0	 1.200e-20
  2.300e+0	 4.500e-20
  2.400e+0	 2.760e-20
  2.500e+0	 1.590e-20
  2.600e+0	 3.150e-20
  2.700e+0	 1.545e-20
  2.750e+0	 6.000e-21
  2.800e+0	 1.350e-20
  2.900e+0	 5.250e-21
  3.000e+0	 8.700e-21
  3.100e+0	 1.170e-20
  3.200e+0	 8.550e-21
  3.300e+0	 6.600e-21
  3.400e+0	 6.000e-21
  3.500e+0	 5.850e-21
  3.600e+0	 5.700e-21
  4.000e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 5.900e-1    0.  
 1.    1.
EXCITATION
N2 -> N2(v2)
  5.900e-1 / threshold energy
COMMENT: N2 VIBRATIONAL (V=2)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  1.700e+0	  0.000e+0
  1.800e+0	 1.500e-22
  1.900e+0	 6.300e-21
  2.000e+0	 1.935e-20
  2.100e+0	 3.300e-20
  2.200e+0	 1.470e-20
  2.300e+0	 5.400e-21
  2.400e+0	 2.115e-20
  2.500e+0	 3.000e-20
  2.600e+0	 5.400e-21
  2.700e+0	 1.050e-20
  2.750e+0	 1.725e-20
  2.800e+0	 1.275e-20
  2.900e+0	 3.300e-21
  3.000e+0	 9.000e-21
  3.100e+0	 6.450e-21
  3.200e+0	 3.750e-21
  3.300e+0	 3.450e-21
  3.400e+0	 3.000e-21
  3.500e+0	 2.130e-21
  3.600e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 8.800e-1    0.  
 1.    1.
EXCITATION
N2 -> N2(v3)
  8.800e-1 / threshold energy
COMMENT: N2 VIBRATIONAL (V=3)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  1.900e+0	  0.000e+0
  2.000e+0	 9.600e-21
  2.100e+0	 2.055e-20
  2.200e+0	 2.700e-20
  2.300e+0	 1.695e-20
  2.400e+0	 7.500e-22
  2.500e+0	 9.600e-21
  2.600e+0	 1.470e-20
  2.700e+0	 4.500e-21
  2.750e+0	 9.600e-21
  2.800e+0	 5.400e-21
  2.900e+0	 8.550e-21
  3.000e+0	 4.050e-21
  3.100e+0	 2.820e-21
  3.200e+0	 2.910e-21
  3.300e+0	 6.150e-22
  3.400e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 1.170e+0    0.  
 1.    1.
EXCITATION
N2 -> N2(v4)
  1.170e+0 / threshold energy
COMMENT: N2 VIBRATIONAL (V=4)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.000e+0	  0.000e+0
  2.100e+0	 2.025e-21
  2.200e+0	 1.515e-20
  2.300e+0	 2.385e-20
  2.400e+0	 1.440e-20
  2.500e+0	 5.550e-21
  2.600e+0	 8.250e-22
  2.700e+0	 1.200e-20
  2.750e+0	 1.095e-20
  2.800e+0	 6.750e-21
  2.900e+0	 3.000e-22
  3.000e+0	 3.300e-21
  3.100e+0	 3.150e-21
  3.200e+0	 6.000e-22
  3.300e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 1.470e+0    0.  
 1.    1.
EXCITATION
N2 -> N2(v5)
  1.470e+0 / threshold energy
COMMENT: N2 VIBRATIONAL (V=5)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.100e+0	  0.000e+0
  2.200e+0	 8.250e-21
  2.300e+0	 1.230e-20
  2.400e+0	 1.530e-20
  2.500e+0	 1.440e-20
  2.600e+0	 3.450e-21
  2.700e+0	 2.250e-22
  2.750e+0	 3.450e-21
  2.800e+0	 5.400e-21
  2.900e+0	 6.600e-21
  3.000e+0	 2.175e-21
  3.100e+0	 1.050e-21
  3.200e+0	 3.150e-21
  3.300e+0	 1.035e-21
  3.400e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 1.760e+0    0.  
 1.    1.
EXCITATION
N2 -> N2(v6)
  1.760e+0 / threshold energy
COMMENT: N2 VIBRATIONAL (V=6)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.200e+0	  0.000e+0
  2.300e+0	 6.300e-23
  2.400e+0	 1.125e-20
  2.500e+0	 1.740e-20
  2.600e+0	 1.380e-20
  2.700e+0	 7.800e-21
  2.750e+0	 4.500e-21
  2.800e+0	 3.150e-21
  2.900e+0	 2.460e-21
  3.000e+0	 4.800e-21
  3.100e+0	 1.635e-21
  3.200e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
 2.060e+0    0.  
 1.    1.
EXCITATION
N2 -> N2(v7)
  2.060e+0 / threshold energy
COMMENT: N2 VIBRATIONAL (V=7)
UPDATED: 2009-09-09 17:28:12
------------------------------------------------------------
  0.000e+0	  0.000e+0
  2.300e+0	  0.000e+0
  2.400e+0	 1.260e-22
  2.500e+0	 3.900e-21
  2.600e+0	 6.600e-21
  2.700e+0	 9.600e-21
  2.750e+0	 7.950e-21
  2.800e+0	 6.000e-21
  2.900e+0	 1.800e-21
  3.000e+0	 6.300e-23
  3.100e+0	 1.920e-21
  3.200e+0	 2.040e-21
  3.300e+0	 7.800e-22
  3.400e+0	 1.890e-22
  3.500e+0	  0.000e+0
  1.000e+3	  0.000e+0
------------------------------------------------------------

REACTION
[e]+[N2]->[e]+[N2]
