 3.028798733163965E+017 3.029270528259886E+017
 3.008149707948762E+017 3.017494876716584E+017
 2.980768148215892E+017 2.999937416159896E+017
 2.952830935150175E+017 2.968123862710856E+017
 2.923087254545998E+017 2.944320344731567E+017
 2.896603513680709E+017 2.905006254249091E+017
 2.860208267651021E+017 2.874247123471605E+017
 2.828150106854557E+017 2.841889175313631E+017
 2.786653797760356E+017 2.786923993522126E+017
 2.758546501967957E+017 2.760404657605984E+017
 2.725611434827349E+017 2.731316034943194E+017
 2.679837260189820E+017 2.688103328289750E+017
 2.637285555015969E+017 2.650135146154256E+017
 2.591568160454390E+017 2.607611522517622E+017
 2.553916651966972E+017 2.556142174035161E+017
 2.503146847589982E+017 2.513971367176959E+017
 2.451907545224392E+017 2.464780496591777E+017
 2.400679016310898E+017 2.415399233238419E+017
 2.342991316870094E+017 2.362343825083972E+017
 2.276134964976579E+017 2.317567335623813E+017
 2.213039575712312E+017 2.261344782149405E+017
 2.140038614240830E+017 2.187307681531473E+017
 2.063468563485901E+017 2.110360570513479E+017
 1.975724105703382E+017 2.030673861150794E+017
 1.873245599259976E+017 1.945613705443305E+017
 1.757855522018579E+017 1.857928548870564E+017
 1.631188932437288E+017 1.769949718712277E+017
 1.490154887478794E+017 1.672170916752011E+017
 1.329986823819252E+017 1.575593454045215E+017
 1.150943030591511E+017 1.476462555639717E+017
 9.567457608701974E+016 1.374679491959398E+017
 7.626618948055898E+016 1.271036858813787E+017
 5.744497921541714E+016 1.173340768662733E+017
 4.002855737338442E+016 1.080781796157135E+017
 2.555602564299660E+016 9.947227696362864E+016
 1.415459099013547E+016 9.166730687877704E+016
 7.965620952461858E+015 8.702622387289274E+016
