   5.77528315E-10   1.22593811E+05   9.85483885E+04   5.24437220E+04   3.39620150E+04   3.25655450E+04   0.00000000E+00
   1.44439832E-06   1.32398075E+04   9.68677747E+03   6.19666313E+02   7.29501166E+01   8.78708205E+02   0.00000000E+00
   2.88821910E-06   1.02032614E+04   7.20259795E+03   1.51462497E+02   5.56964842E-01   3.33228131E+02   0.00000000E+00
   4.33203989E-06   9.25892226E+03   6.25962067E+03   8.25649810E+01   1.90875466E-01   4.01777545E+02   0.00000000E+00
   5.77586068E-06   8.90135134E+03   5.95306073E+03   5.48795710E+01   1.78256714E-01   4.45267720E+02   0.00000000E+00
   7.21968147E-06   8.93954092E+03   6.00558530E+03   4.02238381E+01   9.38311934E-02   4.21351948E+02   0.00000000E+00
   8.66350226E-06   8.95254475E+03   6.04955212E+03   3.75526417E+01   1.54096851E-01   3.57885003E+02   0.00000000E+00
   1.01073230E-05   8.89776316E+03   6.08419489E+03   3.31768268E+01   5.62711424E-02   3.13642647E+02   0.00000000E+00
   1.15511438E-05   8.99408076E+03   6.13345546E+03   3.40442636E+01   1.09982561E-01   2.79904461E+02   0.00000000E+00
   1.29949646E-05   8.94364871E+03   6.13731214E+03   3.03206812E+01   3.61496578E-02   2.42823052E+02   0.00000000E+00
   1.44387854E-05   8.96295937E+03   6.11176299E+03   3.24095607E+01   0.00000000E+00   2.17544120E+02   0.00000000E+00
   1.58826062E-05   9.07356235E+03   6.15114203E+03   2.94601464E+01   1.24525121E-01   2.09915398E+02   0.00000000E+00
   1.73264270E-05   9.02269564E+03   6.20280641E+03   2.99294931E+01   0.00000000E+00   2.09864493E+02   0.00000000E+00
   1.87702478E-05   9.05541666E+03   6.19133649E+03   2.89674615E+01   0.00000000E+00   2.17350229E+02   0.00000000E+00
   2.02140686E-05   8.94998917E+03   6.20394595E+03   3.08509477E+01   0.00000000E+00   2.01873873E+02   0.00000000E+00
   2.16578893E-05   9.01899617E+03   6.18253438E+03   2.71682091E+01   0.00000000E+00   2.00669409E+02   0.00000000E+00
   2.31017101E-05   9.07875330E+03   6.15912973E+03   2.92347961E+01   0.00000000E+00   2.06695129E+02   0.00000000E+00
   2.45455309E-05   8.97334372E+03   6.20758892E+03   3.18936885E+01   2.61918216E-03   2.04900732E+02   0.00000000E+00
   2.59893517E-05   9.04029902E+03   6.24633817E+03   2.47183762E+01   1.18964211E-02   1.88740386E+02   0.00000000E+00
   2.74331725E-05   9.00268321E+03   6.27113273E+03   2.98978947E+01   0.00000000E+00   1.84140616E+02   0.00000000E+00
   2.88769933E-05   9.10409774E+03   6.16298449E+03   2.75828680E+01   0.00000000E+00   1.94830063E+02   0.00000000E+00
   3.03208141E-05   8.87503657E+03   6.13591496E+03   3.18880111E+01   3.01320795E-02   1.83585680E+02   0.00000000E+00
   3.17646349E-05   8.93705118E+03   6.16746029E+03   2.85952931E+01   0.00000000E+00   1.95514665E+02   0.00000000E+00
   3.32084556E-05   9.05488164E+03   6.17409409E+03   2.72325695E+01   3.77540808E-02   1.84094914E+02   0.00000000E+00
   3.46522764E-05   8.94058257E+03   6.24146315E+03   2.96602451E+01   1.87203163E-02   1.95902019E+02   0.00000000E+00
   3.60960972E-05   9.11299337E+03   6.22627058E+03   3.42907285E+01   0.00000000E+00   1.82044730E+02   0.00000000E+00
   3.75399180E-05   8.97906988E+03   6.15461885E+03   3.16728582E+01   0.00000000E+00   1.77698333E+02   0.00000000E+00
   3.89837388E-05   9.02929201E+03   6.18848802E+03   2.97872490E+01   0.00000000E+00   1.76413780E+02   0.00000000E+00
   4.04275596E-05   9.08554702E+03   6.26585949E+03   3.16307497E+01   1.72776303E-02   1.70081818E+02   0.00000000E+00
   4.18713804E-05   9.06789815E+03   6.20344578E+03   3.36326284E+01   0.00000000E+00   1.75496334E+02   0.00000000E+00
   4.33152012E-05   8.99562247E+03   6.22724952E+03   2.75349197E+01   0.00000000E+00   1.86416234E+02   0.00000000E+00
